customer_id,age,tenure,balance,num_products,has_credit_card,is_active_member,estimated_salary,churn
558,29,3,6445,2,0,1,64308.06405254429,0
559,67,4,14566,1,1,1,110686.77753584454,0
560,52,1,14042,1,0,0,50384.71132853716,0
561,50,3,11329,3,0,0,36649.90661306933,0
562,50,2,2159,3,0,0,69737.57869969797,0
563,68,2,5132,2,1,0,121916.58898262148,1
564,60,1,18931,2,1,0,79641.44147823124,0
565,54,8,19363,1,0,1,108356.75062895272,0
566,29,3,14933,3,1,1,99554.2916673764,0
567,20,3,10473,2,1,1,32666.21784306965,1
568,18,6,19033,2,0,1,148624.7984454848,0
569,50,8,24889,2,0,0,34971.37065832653,0
570,57,9,10805,2,1,0,146136.32851781818,0
571,27,9,3083,2,0,0,95983.70140372778,0
572,60,4,17421,2,1,1,145579.08324780798,0
573,61,5,13944,1,1,1,43770.431929660255,0
574,46,2,19873,3,0,1,88849.02230226158,0
575,30,9,7604,3,1,0,50340.49102392704,0
576,29,8,23928,2,1,1,36116.98524269309,0
577,48,3,15379,3,0,0,104103.49380747738,0
578,63,9,19018,3,0,0,54934.01051540297,1
579,19,3,3983,3,0,0,100523.64219450552,0
580,68,9,1778,2,1,0,43483.73783387827,0
581,67,2,24286,2,0,0,69838.37657192434,0
582,52,9,5110,3,0,0,123795.90696638967,0
583,40,8,21573,3,0,1,82446.18262106251,1
584,34,9,12087,2,0,0,105329.44978768037,0
585,43,5,23762,1,1,0,107694.95288946552,0
586,25,2,17508,3,1,1,131250.60527847524,0
587,46,8,17081,1,0,0,68990.73532879696,1
588,43,6,2179,3,1,1,112475.46750990211,0
589,27,8,9596,1,0,1,145393.8968455399,0
590,43,5,5251,1,0,1,117629.20012294417,1
591,51,2,9235,1,1,0,88784.45720612934,0
592,68,6,18313,2,1,0,105686.0933390315,0
593,58,5,14871,1,0,1,118761.94773157297,0
594,24,5,1013,1,0,0,103473.09188326469,0
595,21,1,16610,1,1,0,32001.0976187807,0
596,67,2,23705,3,0,1,53372.8197224671,0
597,62,8,1828,1,1,1,127256.18606585592,1
598,28,3,7909,3,0,0,62718.077677498164,0
599,46,3,5588,1,0,1,117787.45434733607,0
600,53,8,13109,1,1,1,74654.42582900384,0
601,42,8,2023,2,1,1,92626.11937895318,0
602,38,2,21350,3,1,0,38156.795978328446,0
603,53,8,14537,1,1,0,51747.067325965145,0
604,27,1,5891,3,1,0,144863.63562230815,0
605,54,6,1080,3,1,1,136816.56641362968,0
606,26,8,5036,2,1,0,108273.01330788602,1
607,41,3,15379,2,0,1,85157.35168628849,1
608,52,8,10822,2,0,0,111091.35514742686,0
609,66,1,2563,2,0,0,104233.23469127268,0
610,52,9,3292,2,1,1,98226.27067255345,0
611,65,9,3586,2,1,0,37101.24862362502,0
612,53,5,16087,2,1,1,105936.31327938083,0
613,35,4,16100,2,0,0,122270.4053485402,0
614,66,6,20815,1,1,0,149289.79855746907,0
615,56,7,23225,3,1,1,31329.426311317162,0
616,49,5,6643,2,0,1,117620.8143972812,0
617,41,9,3959,2,1,1,98614.71791231766,0
618,40,3,11005,3,0,0,82086.26112971481,0
619,49,7,10775,1,0,0,45308.420948564504,0
620,54,5,161,3,1,0,79090.21783618515,0
621,29,7,16029,3,1,1,72525.26195833622,0
622,66,2,16977,2,1,1,66339.58667744906,1
623,30,4,14226,3,0,1,117705.55479866492,0
624,40,2,11154,3,0,0,114087.06255411166,0
625,42,7,12080,2,0,0,100682.41091770939,0
626,52,2,3390,2,1,1,142639.77759520465,1
627,58,1,5997,2,1,0,71982.52610170253,0
628,47,9,22738,2,1,1,59256.232525221545,0
629,34,1,12693,3,1,0,108708.39757180795,1
630,66,8,17047,3,0,0,53857.68731248836,1
631,37,2,9324,1,0,1,67801.26086201095,1
632,65,8,541,1,0,0,56952.29280898618,1
633,42,3,21817,3,0,0,38298.42812622015,1
634,39,6,5093,1,1,1,129299.84899628081,0
635,30,3,13428,3,1,1,60544.86515059934,0
636,36,7,11166,1,1,0,86763.30040116247,0
637,66,9,17251,2,0,1,35197.83279051744,0
638,53,2,16063,1,0,0,113920.73595031718,0
639,29,5,10258,2,1,1,69667.32027675491,0
640,58,6,16044,2,1,0,119368.4073395052,0
641,36,4,5469,2,0,0,79488.36725614395,0
642,29,4,6256,2,1,1,53490.67276867495,0
643,26,4,10720,1,0,0,91581.0098738443,0
644,24,2,1169,3,0,0,45660.54715649277,0
645,45,4,830,2,0,1,82864.69918475937,0
646,31,1,1651,1,1,1,68076.65729045839,0
647,48,6,17520,2,1,0,139435.150103956,0
648,69,1,19194,1,0,1,37311.446606486395,0
649,36,6,9518,1,1,1,113282.08969268904,0
650,64,1,13258,1,0,0,51930.13991849231,0
651,33,6,16184,3,0,0,68285.40891986879,0
652,22,8,1019,1,0,1,79861.68756744792,0
653,52,2,21621,1,0,1,138961.8107249969,1
654,29,2,10028,3,1,1,59109.39192885902,0
655,42,4,12448,3,0,0,40957.05630536043,0
656,69,3,12485,1,0,0,68242.75247886282,0
657,38,4,1283,3,1,0,42561.116464264,0
658,53,7,17043,2,0,0,45431.5783152663,0
659,40,1,18394,2,0,0,98862.0717570032,0
660,33,6,24974,3,1,0,37308.231971939196,0
661,56,3,1733,3,1,0,33711.705767227926,0
662,62,7,18509,1,1,1,115729.69217645974,0
663,59,2,18555,3,0,1,73397.65138092535,0
664,56,2,24650,1,1,0,45045.04190806479,0
665,31,4,16230,2,1,0,60433.532503164985,1
666,48,1,14472,3,0,0,107050.38088228788,0
667,22,3,12889,1,0,1,63064.38805690214,0
668,52,9,3471,1,0,0,89342.53501444895,0
669,40,7,9028,2,0,1,44603.43680720068,0
670,46,7,22008,3,0,1,100571.23651265363,0
671,60,4,8329,2,1,1,67929.32206119169,0
672,28,2,2097,1,1,1,105236.21214344598,1
673,35,4,14082,1,1,1,127007.38587648275,0
674,64,6,21452,3,0,0,103397.57032679909,1
675,29,3,13930,1,0,0,65489.70751140248,0
676,26,1,10077,3,0,1,60689.24418579605,1
677,27,8,6397,2,1,0,69290.51504801377,0
678,61,5,2757,3,1,1,49754.46158838058,0
679,34,5,20304,3,0,1,51740.62210200241,0
680,55,4,24570,1,1,0,124882.93222802014,0
681,24,6,18284,1,0,0,76167.90918089339,1
682,63,3,18994,3,1,0,82319.4216684703,0
683,30,9,23284,1,1,0,101285.93586801733,0
684,57,5,17833,1,1,0,100758.41941818572,0
685,59,3,5017,1,0,1,38085.22458263109,0
686,26,1,16370,3,1,0,129784.89436051987,0
687,67,6,7999,1,1,0,51279.18638687273,0
688,44,2,22436,3,0,0,116768.59632596026,0
689,19,3,10195,1,1,1,122720.51857537999,1
690,22,1,2096,2,0,0,115787.94409095764,0
691,46,9,15433,1,0,1,99477.31758649742,0
692,54,8,22788,1,0,0,31753.079653065943,0
693,55,2,10595,3,0,0,73245.05908358048,0
694,36,8,15941,3,0,1,102580.73152350973,0
695,25,9,19715,1,1,0,76494.15551070464,0
696,65,1,15078,2,0,0,133617.58738953757,0
697,62,5,23846,1,0,1,67056.27304195384,0
698,18,8,5105,1,0,0,65224.17509503925,1
699,39,2,19362,2,0,1,61919.72317111895,0
700,69,4,2839,3,1,1,69933.70427529546,0
701,34,7,3384,1,0,1,96888.59571770247,1
702,24,3,10851,3,1,1,114841.8353127109,1
703,42,5,10053,3,0,1,109508.1501286542,0
704,62,8,13493,2,1,0,126926.13839777755,0
705,21,3,17069,2,0,0,136309.679459691,0
706,53,4,14139,3,0,0,127929.48508120215,1
707,23,9,7531,1,1,1,32273.44840492255,1
708,48,7,4283,3,0,1,118310.15442623865,0
709,36,1,7736,1,1,1,55007.94883419979,0
710,61,4,7710,1,0,1,45951.36512495791,0
711,56,4,1619,2,1,0,106618.65417589626,0
712,44,9,13975,1,0,0,68369.18344892339,0
713,27,6,12835,1,0,1,36854.05960445319,0
714,43,9,23252,3,1,1,46515.56812780336,1
715,36,6,15261,2,0,0,30111.530024395328,0
716,56,6,1431,1,0,1,138386.83528136488,0
717,20,5,9067,1,0,1,32954.158060948634,0
718,62,5,4713,2,0,1,55134.69234114133,0
719,30,2,9557,3,0,0,79951.53368254888,0
720,67,8,9435,2,0,0,72788.55911409829,0
721,45,8,4998,2,1,1,139407.1052295331,0
722,37,1,162,1,1,0,34834.673488145054,1
723,45,8,1974,1,1,1,91465.76492124618,0
724,25,5,19675,3,0,1,111657.53550292487,0
725,58,2,8461,1,1,0,141803.75684174025,0
726,56,2,17015,1,0,1,104444.55025484652,0
727,18,6,17289,2,0,1,126450.62832141152,0
728,20,9,2014,1,0,0,40046.99254144181,0
729,30,1,9833,3,0,1,76312.74131243129,0
730,45,6,7896,2,1,1,74873.6561374881,0
731,66,9,204,3,0,1,136354.58597468614,0
732,42,8,16965,2,1,0,48164.54055159299,0
733,50,6,22059,1,0,1,48226.34068039563,1
734,55,3,9032,2,1,0,69426.97798629582,1
735,23,8,5347,2,1,1,36535.925684020505,0
736,61,9,2643,1,1,1,51894.96487829881,0
737,62,1,8017,1,1,1,145825.15662548822,1
738,49,9,18681,3,1,1,81382.07278406074,0
739,62,6,17258,3,1,0,105842.30501069238,0
740,64,6,5560,1,0,0,117133.35112135643,1
741,38,4,15892,1,1,1,74035.36884086406,0
742,33,1,14531,1,0,1,47667.24892926204,1
743,38,8,17073,2,1,1,54789.7219466137,1
744,28,2,4000,2,0,1,67591.97718967324,0
745,54,1,14289,2,1,1,106328.21044226708,1
746,53,2,17055,1,1,1,77793.66589068653,0
747,52,1,7927,3,0,1,30817.763748015375,0
748,36,1,15562,1,1,1,92808.86220809663,0
749,37,9,1171,2,1,0,140581.60702889014,0
750,35,1,21975,2,1,0,127449.31332104148,0
751,64,4,11918,1,0,0,129025.36455115573,0
752,58,6,9135,1,1,1,125406.96211273574,0
753,66,7,6342,2,0,1,68847.69907325084,0
754,31,2,17833,2,1,1,121823.26005052704,0
755,32,6,11929,2,1,0,47179.36293734316,0
756,48,7,2539,1,0,1,108925.93767311441,1
757,18,2,3959,2,1,0,106988.22800219932,1
758,20,2,13183,2,1,1,33068.37589076816,0
759,33,7,22669,3,0,0,124556.41603091179,1
760,40,1,5432,1,1,0,138389.77261141565,0
761,28,8,20644,3,0,0,62089.833416652924,0
762,29,3,18745,3,0,1,127486.88690233811,0
763,27,6,22548,2,0,0,39888.716623433786,0
764,49,9,20054,1,1,1,101996.14299132793,1
765,33,6,1753,2,0,1,88277.62384011326,0
766,25,9,24484,1,0,1,95510.82399708,0
767,55,7,18322,3,1,1,141144.6242261214,0
768,29,9,24946,1,0,1,134557.8296696224,0
769,41,2,22360,2,1,0,124210.03886877085,0
770,45,8,10123,2,1,1,62843.81492140452,0
771,25,8,16376,2,1,1,139418.235442331,0
772,45,2,6588,1,1,1,41700.92309566503,0
773,53,4,6304,3,0,1,132399.50598705455,0
774,43,7,7345,3,0,1,69379.20868243293,0
775,25,4,24259,1,0,0,36452.677399438006,0
776,67,4,23017,2,0,0,110322.8381088898,0
777,45,6,15352,3,0,1,57753.59139791466,0
778,45,6,597,2,1,0,59228.53510375583,0
779,54,3,19446,1,0,0,66725.65994745257,0
780,58,9,2336,2,0,1,37642.17210030201,0
781,53,2,9879,3,0,0,51255.25730379048,1
782,44,6,572,3,1,1,30616.755310267235,0
783,34,7,7521,2,1,0,83449.14253269442,0
784,26,9,6171,1,0,0,40110.64529015656,1
785,50,3,23481,2,1,0,111918.31260530389,0
786,37,3,18474,1,0,1,58274.742142997806,0
787,30,7,13992,2,0,0,143228.89728422125,0
788,45,4,22950,3,1,0,134550.19528783832,0
789,65,8,11861,1,1,1,64732.907396184986,0
790,46,7,12464,1,0,1,123985.85455880145,1
791,30,5,21008,1,0,0,126389.38855977675,0
792,63,7,1633,3,1,1,148387.57369372924,0
793,52,3,17901,2,0,0,101740.79842148219,1
794,23,2,12485,3,1,0,39835.88815723946,1
795,35,6,10849,1,0,1,107620.46747116571,0
796,68,2,3648,2,1,1,104997.56980512422,0
797,22,3,15177,3,0,1,106602.06929045181,1
798,64,6,13140,1,0,0,66857.47777250537,0
799,42,5,17921,1,1,1,133161.55020963994,0
800,19,8,14357,3,0,0,145136.66195464943,1
801,27,9,13368,3,0,1,56125.501557378186,0
802,47,3,3137,3,1,0,40578.25897639734,0
803,67,3,23369,1,0,1,53344.203980218095,0
804,62,3,97,3,0,0,128466.25671068626,0
805,22,6,11407,1,0,1,111197.3561783817,0
806,50,1,12722,3,1,0,106325.6810806952,0
807,18,7,12924,1,1,1,78215.17621313094,0
808,35,1,3750,1,1,1,99339.35658137228,0
809,49,5,8535,2,0,0,66944.89503292409,0
810,64,8,24558,3,0,1,87264.00953015535,0
811,66,4,24487,3,0,0,125167.56340447871,0
812,28,5,21797,1,0,0,147748.99169465544,0
813,38,4,4666,1,1,1,141898.67083077622,0
814,43,4,16009,1,0,0,142063.91314154986,0
815,42,8,16994,2,0,1,78266.84818165348,0
816,39,2,1727,2,0,1,86254.7856608149,1
817,44,1,1854,1,1,0,114676.24756427779,0
818,66,3,10800,3,0,1,140663.03136615411,0
819,30,9,5055,3,0,0,47039.31112225016,1
820,50,4,10271,2,0,0,66509.02365926349,0
821,51,5,18708,2,0,1,46709.62135129314,0
822,58,2,12819,1,0,1,103441.02359513464,0
823,52,4,9369,3,1,0,66756.11962650451,0
824,18,2,9283,1,0,0,69132.94230150883,1
825,38,2,13171,2,0,1,38509.91513855751,0
826,65,4,5774,3,0,1,71975.52741691103,0
827,23,6,6519,3,0,1,133499.58088819025,0
828,45,7,10983,2,0,1,57968.737426900196,0
829,34,3,18133,1,0,0,113422.49594520788,0
830,22,3,14939,1,0,1,105555.40139263112,0
831,48,6,781,3,0,0,133618.15300429385,0
832,22,3,16282,2,0,0,45874.55371812459,0
833,55,2,23932,3,0,1,147310.7952414052,1
834,20,8,6823,2,1,0,99915.43752484387,1
835,40,5,18489,1,1,1,149456.89828161773,0
836,54,1,20251,2,1,0,139381.7671039021,0
837,54,3,7193,1,1,1,56582.07265357269,0
838,27,8,21360,2,0,0,36739.44118839757,0
839,27,4,2113,3,1,0,60676.69125544338,1
840,36,7,16280,1,1,1,93307.63787993038,0
841,34,2,22263,3,0,1,50591.5640478228,0
842,38,7,13565,3,1,0,50095.169342158624,1
843,31,5,20354,1,1,0,85511.22565261836,0
844,26,5,10183,1,0,1,33992.15654032301,1
845,63,6,23648,3,0,0,44626.569903872456,1
846,18,9,17961,3,0,1,79903.3607289537,0
847,68,6,9203,3,1,0,37575.58910495597,0
848,62,8,18658,3,1,1,77610.60677466352,1
849,30,7,21253,1,0,0,86880.75191381341,1
850,21,9,15795,1,0,1,84151.99368877373,0
851,18,4,23128,3,1,1,134300.98288837046,1
852,66,2,18810,2,0,0,93607.4946062079,0
853,57,7,13489,2,1,1,86157.6554973652,0
854,49,6,5546,1,0,0,79285.10944699994,1
855,51,1,6852,3,0,1,128114.80539653834,0
856,45,9,2551,3,1,1,137406.79247997998,1
857,48,9,6411,1,0,1,132389.0963036541,0
858,25,2,16391,2,0,0,110825.5893757669,0
859,56,3,24471,2,0,1,46483.40951624091,0
860,43,5,18939,2,1,0,63224.39633904147,0
861,51,5,475,1,0,1,35527.56764183729,0
862,20,1,21800,2,0,0,141698.8889988137,0
863,67,8,10403,1,0,0,109295.82356290924,0
864,29,8,7239,1,0,0,119563.54611758898,0
865,18,4,6710,3,0,1,67388.60874986748,0
866,61,7,21384,2,0,0,131478.42267328108,1
867,22,3,21038,1,1,1,61152.39404501743,0
868,47,6,8078,2,1,0,30197.250853493962,0
869,47,9,22447,2,0,0,75169.79550248328,0
870,34,1,2285,3,1,0,98491.3777150888,0
871,65,5,5223,2,1,0,87444.5829558627,0
872,64,4,13521,3,0,1,133449.13710919165,0
873,40,8,14889,1,1,0,42648.63431474003,0
874,32,1,6971,2,1,0,96458.81287604707,0
875,54,9,19909,1,1,1,91557.52197850888,1
876,38,6,11531,2,1,0,63767.157860659565,0
877,31,4,14721,1,1,0,128667.37350924127,0
878,19,9,19206,2,1,0,120341.83870586475,0
879,28,5,4943,2,1,0,117943.10247981972,0
880,68,5,6530,2,1,1,135143.0973923467,0
881,56,5,11116,2,0,1,116734.15207458254,0
882,55,1,258,2,0,0,57820.95500576717,0
883,51,1,282,2,1,1,114667.52539796293,0
884,55,8,13937,2,1,1,66924.33760678126,0
885,67,8,1898,2,0,0,59060.95804169646,0
886,51,6,4135,2,1,1,38760.43114795528,0
887,35,4,6629,1,1,0,119283.4296417212,0
888,47,2,11168,3,0,1,115320.11543397735,0
889,32,2,19584,2,0,1,58139.937320891244,0
890,44,9,21494,3,0,1,119925.48200689872,0
891,68,5,23551,2,1,0,140140.90597122637,0
892,51,4,612,2,1,1,42963.47489898951,0
893,69,1,14203,1,0,0,57916.39660641299,0
894,55,7,17071,1,0,0,120031.29529047786,0
895,50,3,20074,3,1,1,62940.80082084939,0
896,41,6,2307,1,0,0,104959.67691404601,0
897,32,5,7133,1,1,1,39739.70693564574,0
898,47,5,11205,3,1,0,84264.29749242464,0
899,59,5,22893,1,0,0,118690.97063915437,1
900,68,1,5906,2,0,1,112381.67316519031,0
901,34,1,2591,3,1,1,127808.65208109682,0
902,22,3,15149,3,0,1,135294.25519238028,1
903,46,4,12150,2,0,1,122782.020151051,1
904,21,5,7183,1,0,0,110590.52915267112,0
905,27,2,21632,3,0,0,33806.69901792374,0
906,34,8,10102,3,1,0,94196.00080913329,0
907,27,2,21492,2,1,1,34523.726989782335,0
908,34,9,19988,2,1,0,126968.13805392271,0
909,37,2,17053,1,1,1,68486.94293519491,0
910,41,9,20748,3,0,0,97491.52489415051,0
911,22,7,23713,1,0,1,63533.436878268316,1
912,51,8,1283,1,1,0,123900.01732563523,1
913,23,2,923,2,1,0,136380.3031970283,0
914,19,7,1125,3,0,1,77837.09930556768,0
915,30,6,1529,3,1,0,133550.68722131866,0
916,60,4,8438,3,1,1,62049.00089475988,1
917,60,7,20095,2,0,0,94159.31076906287,0
918,65,4,16154,2,1,0,133051.37158064448,0
919,28,2,8004,2,0,1,69105.76111389484,0
920,68,7,9752,2,0,1,144485.0718093703,0
921,64,8,22658,2,1,0,44625.540213766035,0
922,40,2,10592,3,0,0,32193.008366820748,0
923,33,5,3864,1,1,0,138496.24230938288,0
924,48,1,24217,3,0,0,38237.83993774467,0
925,28,7,23172,1,1,0,149026.703513699,0
926,33,8,226,2,1,0,144167.62343749273,0
927,25,6,15036,1,1,1,46442.50920435848,1
928,21,5,11739,3,0,1,94510.15508310791,1
929,57,6,16648,3,0,1,52190.43569605732,1
930,21,2,9587,1,1,0,81378.62076361438,1
931,42,1,11749,2,0,0,37371.015511179925,0
932,20,7,645,2,1,0,56870.950535590746,0
933,49,7,16299,3,1,1,73592.73556786795,0
934,20,2,23928,1,0,1,82637.70002952658,1
935,44,2,21953,2,1,0,147299.55098506718,0
936,46,1,19374,2,0,0,126943.87748207775,0
937,49,8,13675,3,1,1,118489.19331743354,1
938,67,8,18888,2,0,1,94444.9577690369,0
939,68,1,10964,1,1,1,130799.73127252121,0
940,36,8,16087,3,1,0,70718.74027868532,0
941,38,9,13537,3,0,0,115067.89353279793,0
942,22,4,13269,1,1,0,149254.07704538066,0
943,35,1,9346,3,1,1,67755.46907222384,0
944,45,1,587,2,0,1,110882.10418607607,0
945,59,3,12763,2,1,0,131317.78369828587,1
946,39,5,9177,1,0,0,139896.91000208067,0
947,38,5,4079,2,1,1,116151.92291281222,0
948,23,9,3348,1,0,0,64032.95081005635,0
949,18,2,22683,1,1,1,69153.85818827357,0
950,22,2,20215,2,1,1,32490.963854875707,0
951,58,6,24765,1,1,0,121306.31732058116,0
952,29,9,18099,2,0,1,35128.75272743416,0
953,43,1,10785,3,0,0,133758.28255232947,0
954,63,9,12328,3,0,1,44239.273736944655,0
955,51,9,6450,1,0,1,50625.18145631091,0
956,66,9,13230,2,1,0,87183.17649986848,0
957,31,5,5433,2,1,1,118545.64982024908,0
958,43,9,1098,3,0,0,46680.26462388932,0
959,62,4,7096,3,0,0,82808.52900797981,1
960,44,2,18710,2,0,1,87942.15292921258,0
961,26,6,11439,1,1,0,55474.277000230955,0
962,43,4,9087,3,0,0,43867.00520167581,0
963,64,6,16021,1,0,0,130370.51075827674,0
964,39,3,6416,1,1,0,90295.87797153187,0
965,64,6,6980,3,1,0,31725.748318098358,0
966,47,2,23147,1,0,0,126357.75615709246,0
967,60,2,18058,1,1,1,147695.25664975017,0
968,65,9,11101,2,0,0,102711.14344970968,0
969,34,7,7950,1,1,1,90445.00645008849,0
970,43,3,9122,2,0,1,135409.9035653954,0
971,53,1,12576,3,0,0,144302.01476215184,0
972,18,8,22433,3,0,1,120544.42990829526,1
973,25,6,1089,2,0,1,83454.35156811454,0
974,66,7,4578,3,1,0,101066.56791977286,0
975,52,9,9127,1,1,0,114112.24380215991,0
976,69,5,10487,1,1,0,53312.82852021617,0
977,32,1,155,1,1,1,83664.12386597256,0
978,64,7,1958,3,0,1,129578.5517660742,0
979,39,5,10693,1,0,0,108567.04181981317,0
980,31,3,6344,3,1,0,79344.48806542248,0
981,43,9,5779,1,1,1,109603.50408176177,1
982,45,1,22528,2,1,1,44186.689448695186,0
983,40,1,21447,3,1,1,78179.71326778515,0
984,31,1,3830,3,1,1,125175.42455556676,1
985,41,3,9046,1,0,0,56461.05445639776,1
986,19,6,9794,3,0,1,52315.380906890125,0
987,62,3,23043,3,0,1,144098.23918997176,0
988,43,8,441,2,1,1,55187.71555034768,1
989,31,2,22424,2,1,1,61310.22955802017,0
990,68,9,22309,1,1,0,146353.91266852056,0
991,24,3,14478,2,1,0,118165.02843180308,0
992,20,5,23742,1,0,1,113951.58396282338,0
993,64,8,4628,1,0,1,132351.16606254975,0
994,40,2,6370,1,1,0,43898.769868415315,0
995,63,6,9528,3,0,0,114714.74838960086,0
996,60,5,17332,2,0,1,90442.63311938866,0
997,64,9,11565,1,1,1,129498.07683409679,0
998,62,5,8179,2,1,0,90977.00623982333,1
999,35,2,16013,1,1,0,104428.96251226946,1
1000,55,5,22499,2,1,0,87329.05516794432,0
